,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence
27,2,"⛅Morning Hike - actually did quite a lot further, watches GPS no good!",2652.6,185,3335,38.2,Hike,,2528139482,activity_1563011286.tcx,2684100799.0,2019-07-13T09:50:14Z,2019-07-13T10:50:14Z,(GMT+00:00) Europe/London,3600.0,"[53.347258, -1.813648]","[53.361762, -1.783305]",,,United Kingdom,53.347258,-1.813648,0,3,0,1,0,False,False,False,False,everyone,False,g4483697,False,2684100799,14.338,1.9,,,,True,117.3,155.0,False,True,495.1,386.1,0,0,False,,2265413,1,a2528139482,ikrdIhfaJENi@Qk@CuHcW?HCq@B_@G{@D[BC?@CWDe@DMc@r@WVKCM@wjAe_D,2,
28,2,⛅Afternoon Ride - cruise back home with Matt,16289.0,2053,2174,40.7,Ride,10.0,2525980991,activity_1562943231.tcx,2681852466.0,2019-07-12T14:53:58Z,2019-07-12T15:53:58Z,(GMT+00:00) Europe/London,3600.0,"[52.91523, -1.431962]","[52.887736, -1.298875]",,,United Kingdom,52.91523,-1.431962,47,4,4,3,0,False,True,False,False,everyone,False,b1300675,False,2681852466,7.934,11.7,128.8,264.4,False,True,168.2,186.0,False,True,52.6,29.7,31,0,False,99.0,2265413,1,a2525980991,e_~aIxtvGCMKGCGB]`@{@JC\V`@j@d@b@B\AdCQj@S`@}@^GHELWbBMb@iApBg@p@y@tAi@rA]lAg@xBM|@kAhKi@bGM\GX]z@Kf@S~AEt@Fr@rCdKBCCWWoA@ODKVEt@FhBg@tE}@rB_BxAaBx@u@j@s@z@k@n@O|@B~@GnCRvB_@tAa@p@BNG`@w@Z_@hAu@f@sAdAqBh@yBn@}Ar@_CPe@LOfB_B|AaA~Ay@zCiA|@c@fAeAn@iAHSDWb@aDL}C?yBv@eEBk@HaDHc@Na@NIP@JBDHYLo@NmBt@YFsAJyABgDXyAAyC_@y@MyBk@{BmAcAs@GWF_@@e@O]WGe@@g@KcAy@a@_@eCsD}AaDQi@Io@A_DW_B[w@u@uAwAyBGOCSAQFm@Bk@AqCGaB?}AWiEIUGk@CcABU\yAFkB|@aGXkDl@{DN{BLk@p@iAr@gBV}@@UAUe@eBIg@?S@kBDOTSFWCg@g@ESUUVc@Yk@e@kCoAkA[_Bu@iA_@IA@@QLOBKYHa@b@{@h@wB~@sCCAx@qCNm@fAkIN_AT{@NeANk@f@}@j@_BzAoFt@gD\qBdAaKl@iE\kBhEmRd@sC~@mEv@uFhBwNh@kCrAcFvB}Jz@}EZiCZcBb@aD@ITUPc@`@yAl@sD\oCb@wCpA}Gl@}D`BwIRgBBcBEaBIy@NMnB^NEHMHSZyBbA}FpAuFtDgRnEaTvGq\|AuI|@mEbAoEfA_Er@yCVw@\uA~CaN|@eDl@oCv@mFlAmJTwC\mBl@iCb@iDlB{IVmB?{@E{@]oEMYQwBMqCEYSm@U}Ae@gBy@mIIk@Mg@Mw@_@_DKeAy@sKGyB@{AC{@?gHO{EU{DUmBOs@i@yAOo@WiBKkBQwICeCH}DA[Ks@GqAg@iHWiBg@gHEqA?_DCgBKmB]}DQq@Mu@UgC?iDNcDLuF?_FSiHM_Me@sKWuC_A_IcAaIGu@iA{Ha@uB_@cAi@s@?]RML@fB\nAJbA@r@CdB]pAi@~FaD~@{@|@e@hAw@b@a@RYbAK|@[zBoALO`EcC~CqAz@WpDg@dBAJDDLLtBEn@UtAgBfEOl@E`@KvA?r@DtATbAZ~@j@fCPjAVbDPt@Xp@HLXNf@BJCbAm@,2,
29,2,⛅Morning Ride,16101.2,2306,2444,48.4,Ride,,2525002003,activity_1562909544.tcx,2680809940.0,2019-07-12T05:32:28Z,2019-07-12T06:32:28Z,(GMT+00:00) Europe/London,3600.0,"[52.887706, -1.298896]","[52.915197, -1.432222]",,,United Kingdom,52.887706,-1.298896,16,1,0,1,0,False,False,False,False,everyone,False,b1300675,False,2680809940,6.982,11.6,159.2,367.2,False,True,148.6,170.0,False,True,52.6,30.4,1,0,False,51.0,2265413,1,a2525002003,{gxaIn|{FXa@TA`@VXBjBKj@TTZ?Xy@~C]jBIp@CdABbAHp@X~AI\e@f@Wb@]nAoA`M?n@xBbBhBhAj@JdABj@LvB`BJTEl@sAlGe@fBcBnHoApDi@rCSvAUp@i@|BO`@UVc@?}EuCoAa@qAA_Dt@kAf@k@n@s@zAmAhBwBpE]`Aa@t@SToBnAeCbA]^o@b@cC~@kCHsD?cF`@mJrBONELAPBd@t@tHRvDf@`FD`A?lAKv@ElAB`BVjKRbCVjAj@fBRfAX|EPfBHpF?zIHfEr@fIJd@J`Ah@dDPdBN~ANbDH`ARvAPd@h@`C`@hD\zEd@tCFpAUvB_@rBKz@a@xAYzBKLOd@Ij@KdAy@zDk@~F_@|As@xEQpCIf@u@hDGN[tBkA~Da@jBo@nDKb@[l@Mb@CTu@`Ee@|@o@xBmAfFm@`Dc@dBi@tC]|B_@rAq@dD{B~LAVmAlFy@`EKz@YhAk@~CqAjGi@pCUdBoBtIwAzGqA`IS^YJcBa@IBEHL|CA`AIzAc@rCe@vBYzBkAhFsArI}@zE[nBq@lCg@nAY|B_@dBs@~E_A~EIn@_@hBg@nBQnAy@hCa@fBIn@Y|AS~Bm@xEYxAOxAg@dCS|A_AxEa@bBObAkD`Pu@dFmArKYlB{AhGy@lCqAnDcAxD_AlHOjBOhA[v@cBpFe@dBEb@JZTN|GfCpAr@nAp@|@h@FLHf@A|BFb@VbABf@Gd@Ur@m@zAy@`BKh@UbCUxAC~AEh@EfCGp@e@xDY`Bm@fCEj@DhCZtGBnB@zCMx@Af@DRRd@jA|Al@~@j@hAFTFl@CfDLz@l@tAdAnBjDzEn@f@p@Pp@CTHTPHPBVCbABRNZlAl@|Bt@`B^pDh@dDDhGe@jCm@x@[TOBKCMEAKPUx@O|@IdA_AlFKrAC|CUtCg@~BM`@i@t@{@x@qCtAcFfB{ApA[l@e@Za@t@MZo@nCa@z@w@nCiBnDo@`@oAxAe@T{@@g@Li@VaBRW?sBU_APaAMu@NkDdDoAtAwBzAoAZqCf@kBRaAEWHc@n@Cf@h@zALFJM@Qq@{By@{CWmAM}@CkABYTgBf@cB\qBh@oDPwBb@yDpA{HRy@Tu@d@cAtDkGRu@DeALOj@IVUR_@Le@BeBKYaAgAQBg@dAGX@TRP,2,
30,2,⛅Afternoon Ride - wet and windy,16273.5,2222,2475,43.6,Ride,10.0,2523455036,activity_1562858124.tcx,2679207264.0,2019-07-11T15:15:27Z,2019-07-11T16:15:27Z,(GMT+00:00) Europe/London,3600.0,"[52.915155, -1.43185]","[52.887808, -1.298919]",,,United Kingdom,52.915155,-1.43185,21,1,0,1,0,False,True,False,False,everyone,False,b1300675,False,2679207264,7.324,10.4,100.8,223.9,False,True,148.1,169.0,False,True,53.1,29.7,11,0,False,50.0,2265413,1,a2523455036,u~}aI`tvG@SAIACA[@OL[FALNh@v@`@^D\GpAKx@IVWd@q@\OLKVO~@Mn@mDzF{@lBUr@w@xD_BhOY~BKf@CAENIh@Yj@M`BQv@?^@\Lr@?d@LXRj@|AtFHHDSU{AFc@VGNBj@CtEu@bBc@jB{AdEwEp@g@x@Kj@BpAKt@XdAFx@Ox@Gv@SRXl@MJOXOfAkBbAq@To@dAsB`CgH\aBZq@f@WdAeAx@o@f@MjAq@vBw@LC\BZKhBkBp@eA^gBPcAXkDCuBNgABg@RuA`@}BJ[j@_@NQMI[FcCx@}Cp@aCPeC?y@MeAGcDo@o@EUYaA]mAi@cAm@kB{AsBuBcB_CaC{D]m@uAiDIGM@KF[q@Qm@g@cCc@_BS_@g@]W_@Qc@U}@AW@iATw@HK\QL@JJl@|@VNVEHKBQ?iECcAMyA?WGQMkCWcDBUx@cEv@sHh@wCFg@DSFk@@eANgATgAdAgDj@aBDS@UASg@}ACSC}BEa@COH[GIg@_@kD_BgBq@s@QoCoAi@HMM@_@d@cAt@iCp@mBRc@b@{AVqAN}A\{Bd@sDf@cBb@gBhB}FzAcGl@kDf@cFbAkHPeAnB{Jh@iCXcAd@yB|AaIh@eDp@cFb@iCd@kEp@eD|AoGvBiKx@gFXsAj@}ELa@Xi@Ne@jAyFN}AlAiHj@{CPkAl@kCVaBfAwFLmADqAA}@IgBBg@FKdBf@LAHKFOn@oDbCqLbBuIf@}BjAqGlCcMv@aEhAoFjAoG`BaIdB{IzBqKfCcKvAkFrBsJhBeHzAuJhA_K^wBj@eC`@kCj@oCdA_GP_BBq@Cq@U}BGkAa@uDScDIs@IQScAc@aBw@}IqA}I]qCYiDKuDCmMUaH?YGk@I_BOkAIUUgAWc@_@mCGcAUoGAkAMiE?s@NcB@q@O_CUgB[{DKkCIs@Om@Gq@EmAQ{B?uEKwD[uDMmAMq@SgC@gDLiCDkBFwIAkASgNAmC[wHKoAGoA[gDo@iFO_Bo@wFGWMqAMuBkAmHa@gBGUOW_@[AKDMTMbA^bBN\Jl@I~ACjAWhAk@tKeG~@s@p@o@f@Er@QfBaAVSbAe@~@k@XKjAo@JCn@c@hAi@XKd@GLG|@M`ACp@QbBSRHBNDvB?|@BNtB`Av@r@Td@H\Jp@HvAAdEGrBKtB?xABjARpC,2,
31,2,⛅Morning Ride,16084.1,2358,2506,50.8,Ride,10.0,2522402082,activity_1562823637.tcx,2678129337.0,2019-07-11T05:40:48Z,2019-07-11T06:40:48Z,(GMT+00:00) Europe/London,3600.0,"[52.887667, -1.298895]","[52.915326, -1.432117]",,,United Kingdom,52.887667,-1.298895,7,2,0,1,0,False,True,False,False,everyone,False,b1300675,False,2678129337,6.821,10.5,82.9,195.5,False,True,151.0,169.0,False,True,53.1,30.4,0,0,False,58.0,2265413,1,a2522402082,qhxaI`|{FV_@p@PjBMlAZZXBJmAvFOdAEd@@tAPvAR~@?`@ELk@j@Yf@_@tAw@lHWxC?ZNPbEpC`@JhA@n@JnClBBT?\oEjTo@tBA\M`A[h@B\Eh@e@~Bk@`Bi@lA_@`@WA{EuCu@_@i@Mw@Ag@RqCf@aA^a@b@u@|AeBhCaCpFs@lAu@f@aErBe@^GNYJmBnAsEFsH`@qDd@{FlAWLKVAPJpB\lFh@`F^hCLtBKpD?nC@|CNpCAlBJf@TvBp@|BVpAd@~GLtF@bDC~EH|DjAlMp@bFHTRhALbB^lDZpAh@vCBp@J`AJ`CDRHnAp@pFAzAUdBq@dCSxAg@bC]dDi@pB_@tBQlAMb@StBk@tCOnAAh@MlAW~AsBrIKd@@X[l@iDpOYdAKLe@~B}AfGq@lDITo@`DUz@c@fCeBzHgBxJIf@@XCTWbB_@`Ag@jBqBdJiCnM}@zDkB~IgAvFgAvGMd@S\{@Sm@WSFE^PnCBdBOxAo@fDwA~FYtBo@|CqApIe@jBi@pCId@?XEf@c@pAYfAq@jEYrAe@xCqAbHy@fDaAnDk@lC]tCGr@@\wAlIo@lEk@xC}E`UoAtGe@hDeAbKYfBe@vBo@bC{DvLOt@OpAYnDM\QbB]fB_@rAmBbGU~@Bb@NRpFtBf@LtCtArAz@JNFRBnCBV^pAHh@Eh@Yt@q@jCm@vACRAhA}@lEGdAq@vEq@xFe@fCEx@HdBT|BBjBD|@LpACh@F~BCnADbAJ\|ClFLf@Dj@?`AE~@Bf@Nt@Tn@hCrEz@hA~@~@fAp@dA@h@TP^BRG|@@PLZn@b@fBv@tCp@lBNpAVrCDbCIhEi@`B_@~@o@@KIQYKY`AKjBWhCy@rDEd@AtBMhCU`B_@jBcAvA{ApAmAZsChAuC|AsAtAS^WTeAhDM|@sA|DaA|AWt@o@Za@f@i@bAe@\aA?yBn@wAFsB_@M?o@\YMu@Ce@JeA|@UXS^{@`AwDvCgBd@sEx@YBaAMg@JO|AF`@\~@L?BSAW}A}F]qBMgBd@cDd@eB`@qCXmAj@eH`AoGf@{Bp@sBVi@JSx@}@`@{@r@y@FST]Jc@HyAPSl@Q\o@N_ABk@CUOa@a@]e@k@IAc@t@GRBb@HP,2,
32,2,⛅Afternoon Ride - headwind and a different way home,18579.0,2528,2528,67.1,Ride,10.0,2520705456,activity_1562771675.tcx,2676396768.0,2019-07-10T15:14:38Z,2019-07-10T16:14:38Z,(GMT+00:00) Europe/London,3600.0,"[52.915174, -1.432133]","[52.887727, -1.298834]",,,United Kingdom,52.915174,-1.432133,17,4,0,1,0,False,False,False,False,everyone,False,b1300675,False,2676396768,7.349,12.0,98.2,248.2,False,True,158.3,178.0,False,True,73.1,29.2,12,0,False,82.0,2265413,1,a2520705456,y~}aIzuvGFWH@Ea@Hm@AOFEXTf@n@^TB\A|@KnAKXU^e@R_@\EHYbBQl@sBfDYl@[f@s@~AUt@y@rEU~Ao@pGq@lFW~@G`@]v@IhASfAAf@J~@hCxJHA?YOu@Cc@H[`H_AjBg@`BqApBuBdBuBd@]j@KdALv@OrCXrBYz@YjAIZOnAaBx@i@^eA\o@j@sARu@TiAXs@Ni@n@oCP]z@oAX]ZSfA[`BkAf@Ql@Et@a@tA_@XQ|@aAr@gANg@ZwALcAFm@DiDD{@~@sGP}ABm@Jg@Zm@N@JJDLg@T_APwBn@mFf@wDAiFw@mEeBaB}@GSFYB]I]SQaAGe@Mc@Wa@_@kA{As@iAkBuD[u@Ki@Co@AyBU{A[u@sBgDe@_AGi@VgA@SG}ES}CAcA]qEHcAZwA\eCVqCh@{DVsC|@cGJm@tBcFBU?UMe@[y@Em@AuBESU_@e@]y@a@mB{@yCkAeB}@_AS_@HC[J_@b@}@XmAhBmFZiAP_Ab@_Eb@yCXuAhDeL|AwG`@oBT{Af@oFXyBd@eDlDyP|@wEvAyG^mCZmCjBeMh@qClAuEjBuIfBcKx@gGhAqCbA_F|CiShCuNDg@B}@?{@IsAo@gG_@_Cq@sFcAsHaC}Mg@_HM}AAo@FiGAsFQoGIiFGeAIk@c@iBq@uBk@_AqA}AsCuCYo@iAyCwAgDyC_Ga@q@uCiG}@wB[o@SSUm@Ow@wA}Jm@wDa@iDy@kF_@yCCS@QDSHIlAq@h@EfBAbDXp@P|BFjEj@nPSn@JvDlAhARz@HrIUjBU~@AvEk@tNqAv@ClMZ`CRRIFKf@kDn@}C~@oFZsCDQ^g@DQp@eDjA{E\}A\uB|@mE|AwIbBiHnAcEhB_FpAwChGiM~@yBp@qAzD}IdAmBfB}DdAoBv@eB|@}BnAgCzBoFj@cAhB{Dj@gAnFkLtBaFh@aBXoAN{@RqB`@wEn@uJVeD`BoYTuAjAqEf@yAViA@u@OcFGgDAu@Dw@Nm@Ve@d@c@fAa@j@q@Ha@EoA?aAFgBBcBI_@SgBi@qC[sAg@wAgAoBY[E?MIcAkAeEqGWUKSGYOYq@}@_AcBsGyKaEcGo@_BUa@[s@YOK?q@^wDxCcDxBkA`A?VhAzCr@jCz@jCHv@BdBSjEq@dHW~A,2,
33,2,⛅Morning Ride,16063.0,2207,2370,52.6,Ride,10.0,2519584649,activity_1562737329.tcx,2675249174.0,2019-07-10T05:42:11Z,2019-07-10T06:42:11Z,(GMT+00:00) Europe/London,3600.0,"[52.887548, -1.298904]","[52.915201, -1.432194]",,,United Kingdom,52.887548,-1.298904,19,3,0,1,0,False,True,False,False,everyone,False,b1300675,False,2675249174,7.278,10.5,96.4,212.8,False,True,156.9,175.0,False,True,52.6,29.7,4,0,False,67.0,2265413,1,a2519584649,}zxaIv`|FMaCA_A@kBLmBDwA?kDCuAK}@Ii@Oc@IOc@e@YSgBq@Q[CS@_ACy@GMGKWOMC[DoA\mBXeCt@kAx@qBlAiD`BuBnAe@Zc@`@i@Fg@NmC`Bg@Vi@ReCpAaA`@c@Zk@Zo@PkAR_AD{CMSFEL@b@d@tDx@vF|AtMr@hFd@zEH`BVhGJpGFvALdJApBE|CCjEOrE?zAB|Ab@rEZpENhEDpELxCb@bEHvAn@zFZlD@bAMbCClBJ`HTjFHj@VpAh@zALf@RpAJrAF~BL`CHxC?vABjBCpC@nCL|CV`DN~Az@vF`@hDR|BDhAXdCx@jD`@~CTjDFjB\pBJpA@h@Ch@Iz@QnAoAbGYdBUrBkA|FO~@G|@u@~F]~Bg@|De@vBqBjIUx@WnA{@rDsB|HuBtI_AnEy@vEmBtJ[lAu@rEoFnWoE~T}A~G_A~Eg@lBYzBs@`EQb@KJKDM@yAe@IBOT@`AL`CCzAS`BgA|FsCfPcBpKe@vBo@zA]vBY`Ce@~B[pBo@nDa@jBo@jCk@fCq@`CYpAW~AUbC]~Bk@lD[fCs@|EUjAaBdH}BbLqAdHs@bF}@xIu@pDaAxDw@jCoAxDm@tBY`Bo@zF[rBS|@g@vAWjAa@~@c@rASr@AP@b@DLRL`FfBz@RbAl@|At@`@V\ZJPHj@@vB^rAHf@ATMd@y@hCq@|AU~@UzAWjC]hCu@nGQpBWdBYlAERCf@B|AZ~BJbARnE@zAFzAARM|@@RJ`@`CvDd@bAJbABj@CdCNt@L`@b@z@Xp@zAzBvBnCn@f@r@Rt@?^VHJTf@E|@H`@ZVrAl@lDbAxB`@jBTrAK|AEn@?hD]nD}@^UFQCQWM[~@UfAGp@CnAc@`DWdAAPCzA?pBCl@StAYjAMx@ENo@|@mAhAkAj@eDlAyBdAiA|@m@p@MHQ\eAxCoAbDa@tAaAtBa@hAo@\y@bA_@h@KBcABSDg@V[HaBLs@GaBKK?g@PmAEg@H{@n@wCjDk@h@mBrAuBh@gC^}AL_ACe@PIFMVERBb@L^Rd@JFNCDQsB{ISyAAs@XcBFu@f@uAZiBp@}Fn@kGx@_FXmAf@}Ab@_AhAeBt@wAz@gANw@@y@BMPQd@EJIV[Pi@BkBEMm@k@i@q@IBe@jAEv@,2,
34,2,🌧Afternoon Ride,16302.8,2247,2321,42.9,Ride,,2517747354,activity_1562685100.tcx,2673410815.0,2019-07-09T15:11:43Z,2019-07-09T16:11:43Z,(GMT+00:00) Europe/London,3600.0,"[52.915224, -1.432063]","[52.88776, -1.298867]",,,United Kingdom,52.915224,-1.432063,29,4,0,1,0,False,False,False,False,everyone,False,b1300675,False,2673410815,7.255,10.7,100.2,225.2,False,True,153.6,174.0,False,True,53.1,29.7,15,0,False,59.0,2265413,1,a2517747354,c_~aIluvG@DDUAHCIMCAOLe@NI?SDANFn@r@^VJNBVG`BG^Oj@MRYRc@ROTSvASr@_D`F}@`CUz@g@xBM~@_@dDYnBC^@FKn@o@rFMz@Ur@a@x@GpAQx@C^@b@F`@~BbJNf@DE@]UyAD_@NM`DO|B]tA]rB_BfCmCnA{AZSl@KjAHz@Ol@@`BVfBSpAc@hAGfBuBl@a@Vu@r@oA\s@`@aBfAgDPc@Vy@Pc@HMrAwAf@c@t@e@h@QbAk@vAa@dAg@~BgB`@i@T_@FQXyAT}AHuB?sBBmAJ_Ap@}DLkA@gAJk@Rm@PIZZBPGRa@T_Dx@mBTeDTwCAiHeAe@UoCeAiAaA?WF[?_@OWKImAEg@Sa@_@q@iAw@cAs@gAgBiDQc@Mk@Cq@BkAAs@Is@Mi@[w@_AuAoBkDHQRODWAeFKiDWcDQeBCg@Dm@`@kBdAwH\qDR{A^qDNaAT_Ap@yAXy@b@cBBg@Ie@e@_BAc@?oBMa@QScBw@mBgAcBk@A??FKKoDuAa@NGWB]`@w@p@iCz@eC?ENs@\_AVqAh@{Ej@sD^}AlAsDVcAz@aCh@yBt@mD\}B~@sI^uCp@wD`DkOVcAx@mEn@{CbBgL|@wHVuAv@eD~@mD|@_EjCaONaARuBT_Ad@cAX{@RaA\sBr@iFrAuH`@gCvB_LZyBFaBAy@OuB@MNKnAf@ZFLCJKNc@RqBvAcIr@qCr@gD`CmMfAmFl@kCXaBzAiHj@yC^aBjC}Mn@oCZ}BvBgKp@_DlAeFj@gBfAsE|@gDd@}BXgAt@kDtAkFr@aFNo@Jq@\qDd@sDJoAf@mCj@_Cn@oEPy@FO~@oFPeAFq@?q@Eq@QeBaAiLS}A{@eDs@}HaAkH}@uIMqBI}Pc@kLS{B]yAc@qAOcAEq@CeA_@uHG_D@}ANwBAo@OyBa@cDc@uFWsB[mF?oCKuEc@kG_@kDEs@AiBRyGHeLIyEGqHGcBCwCWcF_AaKgAcJa@}CiA_KQiAc@sBM[g@q@?SREXBdAZbCJxAOnBa@pAk@pGoDj@a@vAq@zAoAfBi@hAi@nEkCpE{BxC}@n@EvCa@JBNVAhCCv@Kd@Ut@u@tAa@~@WfAEf@GpA@h@F~@Jx@n@lBn@bCHh@d@zENb@RXLHXDXAf@O`Ag@,2,
35,2,⛅Morning Ride - Watch didn't record the other 8 miles and new round of route in!!,5385.9,766,766,7.5,Ride,10.0,2516500348,activity_1562652198.tcx,2672167584.0,2019-07-09T06:03:39Z,2019-07-09T07:03:39Z,(GMT+00:00) Europe/London,3600.0,"[52.912452, -1.411085]","[52.915309, -1.432131]",,,United Kingdom,52.912452,-1.411085,4,3,0,1,0,False,True,False,False,everyone,False,b1300675,False,2672167584,7.031,10.4,86.6,66.4,False,True,150.7,160.0,False,True,46.6,41.0,0,0,False,19.0,2265413,1,a2516500348,ym}aIhrrGj@b@PVFd@?`CRx@Fj@FR@TATETcAnC[n@O`@S\WnACl@UlBa@xE_@dDQhB]jCc@nBGt@NxCXjCLfBDzDEdBKv@?b@DNj@r@R\xAnCPb@Jh@LbABzCNz@dA`ClA|AZl@`BnBVT|@f@ZDZCL@XFXJJJFNDf@El@@VFPzBfAd@PLBVJbARlBR|AXt@FvBAd@DX@b@KzBQbBStA[bBg@HEDSISOCMB]fACNBnAAXSnB{@fDCNC~@B~CEj@KbAm@~Cs@dAm@j@k@\_@b@_Ad@]FyA`@iAb@kAj@k@f@s@Re@Ta@^ILYl@o@jB]t@e@|A[|AWr@s@lAk@xA_@`@a@XML]h@m@r@IBYEW?y@Ra@NYD{ALc@?uAQY?s@J}@GYBWDWNa@^cAjA{@v@aAjAwBvAkAZkEv@kADc@KKAM@OJU`@GN?ZH^`@hANDFUEW_@aBa@wB}@iECW@q@PgANgA\{@\}Al@yDR}Ah@cF^sC`@qBp@sCZu@bAuAp@kAtAiBFQPa@He@Ae@Ja@p@WJIP[Lc@LkACi@EMGKa@Wi@o@KGIBIRU^CVBl@,2,
36,2,Morning Ride - Adding missing miles and correcting time from 25 hours to 25 mins...,12874.8,1500,1500,45.7,Ride,,2522507674,,,2019-07-09T05:30:00Z,2019-07-09T06:30:00Z,(GMT+00:00) Europe/London,3600.0,,,,,United Kingdom,,,0,0,0,1,0,False,True,True,False,everyone,False,b1300675,,,8.583,0.0,,,False,False,,,False,False,,,0,0,False,,2265413,1,a2522507674,,2,
37,2,⛅Afternoon Ride - end of the week ☀,15381.4,2067,2109,41.5,Ride,10.0,2506463530,activity_1562339629.tcx,2662024351.0,2019-07-05T15:13:57Z,2019-07-05T16:13:57Z,(GMT+00:00) Europe/London,3600.0,"[52.91522, -1.432018]","[52.887755, -1.298805]",,,United Kingdom,52.91522,-1.432018,22,8,2,1,0,False,True,False,False,everyone,False,b1300675,False,2662024351,7.441,12.0,105.0,217.0,False,True,157.7,180.0,False,True,53.1,29.9,13,0,False,66.0,2265413,1,a2506463530,c_~aIbuvG?WFw@BOHENANFf@^Z\PFLLBz@A\K~@Yt@MPo@ZKJIVU|AKZoDbGi@jA[bAi@`CU`BwBlRWv@[x@c@hDAf@D`@Ln@nAbEt@vCDFBEBWQy@Ec@L]bAE|Be@lBWh@Of@Sp@k@dAy@tD}DTUd@WZIL?bADbAQh@J~@HZ?bBStAa@NCv@BJM`A{AXWh@SJMn@{Ah@aA|@yBfA{CFU^kA^s@JMhAqAr@k@h@YZKr@a@rAg@zBiAf@[r@o@t@kAh@_CHm@H{AEWAk@H_AFiBv@oDLaAFsATeBHQ@g@DKZT@XGJi@V_Dt@oBZe@NM?YCi@Ae@FMBi@@g@Cg@Me@C_AOeCW}@Qe@OiCkAWGeAu@MOFs@Ca@OUy@CWEa@Q_@Yc@i@cAyAc@i@kAsBi@cAY{@Mk@Go@?gBCu@EYOm@Se@u@mAEQG_@EG]Mm@y@O[Ae@Nq@De@CyEMaCGmBa@_FDo@ReA`@gDTwAf@eFXoB`@eBN{B?[Jq@\cA|AoDDUCi@Uw@Kg@AgCCSGQWYe@[c@Qg@_@mAw@WIk@]iCiA}@e@i@OQ?OJKK@_@H_@P[l@}BzAmE`@sAX{Af@mEf@}CPw@~AmFlAmD~@mD\eB`@cCbA_K\cCf@qC~E{UjAkGzAeKPqANmBt@iEf@}BfAwDfBmIpBwLXeCTwALe@NUB?Rk@d@oBp@}D`AyGdCwNt@kDb@sCHyA?eAMcC?SFQJGL?jA`@LBL?LKFSbAmGXwApAcGjEkTrCcNfAaGjFaWLcAp@mDbBqIdCsKzBgIzAcG~@wE~AqGj@cDTaBf@iEj@iEPgB`A}Ej@eEj@cC~@kFNiAPaB`@q@FSp@gDh@uBx@sDh@}Cp@iDrAyHvAkGpAuE~@oClAyC|AiDl@cArBiE`FaL|@gBT_@FSpB_E`A{Bt@uAjBeEh@eAzEiL~AcD`BuDrJuSj@eBj@aCVoBf@mH\_GjAaO~@oPRwAn@aClA}DFWFo@?s@YuGCqCEOIIKCw@DYA}@Ss@Wq@]mAs@SIEEA_@F]Tw@Lk@A]e@g@_@]aBuBsAuAoAeBcCkCg@UWQWGUFEHI@O_@OIe@Oi@G}@FI?WGABUGI?WTQX,2,
